chr	start	end	strand	transcript_id	gene_name	TSS
chr1	10490807	10512210	+	NM_001243768	CENPS-CORT	10490807
chr1	10490807	10512210	+	NR_037187	CENPS-CORT	10490807
chr1	10490807	10502865	+	NR_036462	CENPS	10490807
chr1	10510088	10512055	+	NM_001302	CORT	10510088
chr1	10516579	10532586	-	NM_004401	DFFA	10532586
chr1	10520603	10532586	-	NM_213566	DFFA	10532586
chr1	10535007	10690815	+	NM_004565	PEX14	10535007
chr1	10696666	10856703	-	NM_001079843	CASZ1	10856703
chr1	10707268	10856703	-	NM_017766	CASZ1	10856703
chr1	11006530	11042094	-	NM_001170754	C1orf127	11042094
chr1	11006530	11026744	-	NM_001366227	C1orf127	11026744
chr1	11072679	11085549	+	NM_007375	TARDBP	11072679
chr1	11086580	11107296	-	NM_006610	MASP2	11107296
chr1	11104855	11107296	-	NM_139208	MASP2	11107296
chr1	11114646	11120075	-	NM_003132	SRM	11120075
chr1	11126676	11159926	-	NM_002685	EXOSC10	11159926
chr1	11126676	11159926	-	NM_001001998	EXOSC10	11159926
chr1	11159732	11162162	+	NR_135061	EXOSC10-AS1	11159732
chr1	11159732	11162162	+	NR_135062	EXOSC10-AS1	11159732
chr1	11160076	11162162	+	NR_135063	EXOSC10-AS1	11160076
chr1	11166592	11322608	-	NM_004958	MTOR	11322608
chr1	11203955	11209595	+	NR_046600	MTOR-AS1	11203955
chr1	11249412	11256038	+	NM_021146	ANGPTL7	11249412
chr1	11333255	11348491	+	NM_013319	UBIAD1	11333255
chr1	11333255	11359628	+	NM_001330349	UBIAD1	11333255
chr1	11333255	11359628	+	NM_001330350	UBIAD1	11333255
chr1	11539212	11597608	+	NM_020780	DISP3	11539212
chr1	11669588	11673411	+	NR_104624	LINC01647	11669588
chr1	11708444	11714486	-	NM_012168	FBXO2	11714486
chr1	11714464	11723384	+	NM_001304791	FBXO44	11714464
chr1	11714464	11723384	+	NM_183412	FBXO44	11714464
chr1	11714914	11723384	+	NR_130909	FBXO44	11714914
chr1	11714914	11723384	+	NM_001304790	FBXO44	11714914
chr1	11714914	11723384	+	NM_183413	FBXO44	11714914
chr1	11714914	11723384	+	NM_001330355	FBXO44	11714914
chr1	11714914	11723384	+	NM_001014765	FBXO44	11714914
chr1	11714934	11723384	+	NM_033182	FBXO44	11714934
chr1	11724257	11734409	+	NM_018438	FBXO6	11724257
chr1	11734537	11741205	-	NM_006341	MAD2L2	11741205
chr1	11734537	11751678	-	NM_001127325	MAD2L2	11751678
chr1	11751767	11785914	+	NM_198545	DRAXIN	11751767
chr1	11796142	11810828	+	NM_001040197	AGTRAP	11796142
chr1	11796142	11810828	+	NM_001040196	AGTRAP	11796142
chr1	11796142	11810828	+	NM_001040194	AGTRAP	11796142
chr1	11796142	11810828	+	NM_001040195	AGTRAP	11796142
chr1	11796193	11810826	+	NM_020350	AGTRAP	11796193
chr1	11822250	11849642	+	NM_001010881	C1orf167	11822250
chr1	11837134	11839676	-	NR_126000	C1orf167-AS1	11839676
chr1	11845781	11866021	-	NM_005957	MTHFR	11866021
chr1	11845787	11863734	-	NM_001330358	MTHFR	11863734
chr1	11866153	11903201	+	NR_046428	CLCN6	11866153
chr1	11866153	11903201	+	NM_001256959	CLCN6	11866153
chr1	11866248	11903187	+	NM_001286	CLCN6	11866248
chr1	11900376	11907673	+	NR_037806	NPPA-AS1	11900376
chr1	11905766	11907840	-	NM_006172	NPPA	11907840
chr1	11917521	11919002	-	NM_002521	NPPB	11919002
chr1	11968211	11968329	+	NR_002754	RNU5E-1	11968211
chr1	11979648	11986484	-	NM_138346	KIAA2013	11986484
chr1	11994774	12035594	+	NM_000302	PLOD1	11994774
chr1	11994774	12035594	+	NM_001316320	PLOD1	11994774
chr1	12040238	12073572	+	NM_001127660	MFN2	12040238
chr1	12040501	12073565	+	NM_014874	MFN2	12040501
chr1	12079555	12092102	+	NM_021933	MIIP	12079555
chr1	12089215	12089279	+	NR_106787	MIR6729	12089215
chr1	12123360	12204264	+	NM_001243	TNFRSF8	12123360
chr1	12123434	12204264	+	NM_001281430	TNFRSF8	12123434
chr1	12227000	12227095	+	NR_107000	MIR7846	12227000
chr1	12227048	12269277	+	NM_001066	TNFRSF1B	12227048
chr1	12251770	12251830	+	NR_039775	MIR4632	12251770
chr1	12290087	12572098	+	NM_015378	VPS13D	12290087
chr1	12290087	12572098	+	NM_018156	VPS13D	12290087
chr1	12567300	12567451	+	NR_003022	SNORA59B	12567300
chr1	12567300	12567451	+	NR_003025	SNORA59A	12567300
chr1	12627939	12656626	-	NM_001324370	DHRS3	12656626
chr1	12627939	12676793	-	NM_001319225	DHRS3	12676793
chr1	12627939	12678216	-	NM_004753	DHRS3	12678216
chr1	12638985	12639051	-	NR_106788	MIR6730	12639051
chr1	12704566	12727097	+	NM_001013630	AADACL4	12704566
chr1	12776113	12788727	+	NR_111984	AADACL3	12776113
chr1	12776113	12788727	+	NM_001103170	AADACL3	12776113
chr1	12806148	12823847	+	NM_152290	C1orf158	12806148
chr1	12806148	12823847	+	NM_001330361	C1orf158	12806148
chr1	12834991	12838048	+	NM_001080830	PRAMEF12	12834991
chr1	12851546	12856777	+	NM_023013	PRAMEF1	12851546
chr1	12854843	12856777	+	NM_001294139	PRAMEF1	12854843
chr1	12882549	12883086	-	NR_146629	LINC01784	12883086
chr1	12884463	12891264	-	NM_001146344	PRAMEF11	12891264
chr1	12907230	12908609	-	NM_001013631	HNRNPCL1	12908609
chr1	12907230	12908235	-	NM_001146181	HNRNPCL3	12908235
chr1	12907230	12908157	-	NM_001302551	HNRNPCL4	12908157
chr1	12916941	12921764	+	NM_023014	PRAMEF2	12916941
chr1	12939033	12946025	-	NM_001009611	PRAMEF4	12946025
chr1	12976467	12980300	+	NM_001012276	PRAMEF8	12976467
chr1	12976467	12980300	+	NM_001012277_2	PRAMEF7	12976467
chr1	12998302	13007406	-	NM_001010889	PRAMEF6	13007406
chr1	12998505	13002353	-	NM_001010890	PRAMEF9	13002353
chr1	12998505	13002353	-	NM_001300891_2	PRAMEF27	13002353
chr1	13035499	13039011	+	NM_001099850	PRAMEF18	13035499
chr1	13052240	13112702	-	NM_001310134	PRAMEF25	13112702
chr1	13052394	13112702	-	NM_001306072	PRAMEF26	13112702
chr1	13108514	13117751	-	NM_001013407	PRAMEF5	13117751
chr1	13161986	13167193	-	NR_111945	PRAMEF36P	13167193
chr1	13161986	13167193	-	NR_111947	PRAMEF34P	13167193
chr1	13182960	13184326	-	NM_001136561	HNRNPCL2	13184326
chr1	13194518	13199727	+	NR_111945_2	PRAMEF36P	13194518
chr1	13194518	13199727	+	NR_111947_2	PRAMEF34P	13194518
chr1	13328196	13698405	-	NM_001099850_2	PRAMEF18	13698405
chr1	13328833	13477528	-	NM_001100631	PRAMEF22	13477528
chr1	13359819	13369057	+	NM_001013407_2	PRAMEF5	13359819
chr1	13359833	13368936	+	NM_001010889_2	PRAMEF6	13359833
chr1	13364886	13368733	+	NM_001300891_3	PRAMEF27	13364886
chr1	13386915	13390748	-	NM_001012276_2	PRAMEF8	13390748
chr1	13386915	13390748	-	NM_001012277_3	PRAMEF7	13390748
chr1	13409128	13414502	+	NM_001039361_2	PRAMEF10	13409128
chr1	13409135	13414502	+	NM_001291381_2	PRAMEF33	13409135
chr1	13421176	13428193	+	NM_001098376	PRAMEF15	13421176
chr1	13424003	13427859	+	NM_001300891_4	PRAMEF27	13424003
chr1	13447414	13452656	-	NM_001024661	PRAMEF14	13452656
chr1	13447414	13452656	-	NM_001291380	PRAMEF13	13452656
chr1	13474053	13477569	-	NM_001099790	PRAMEF19	13477569
chr1	13495258	13498257	+	NM_001099851	PRAMEF17	13495258
chr1	13516066	13526943	+	NM_001099852	PRAMEF20	13516066
chr1	13607700	13611533	-	NM_001012277	PRAMEF7	13611533
chr1	13607700	13611533	-	NM_001012276_3	PRAMEF8	13611533
chr1	13629925	13635299	+	NM_001039361	PRAMEF10	13629925
chr1	13629932	13635299	+	NM_001291381	PRAMEF33	13629932
chr1	13641973	13648990	+	NM_001098376_2	PRAMEF15	13641973
chr1	13644800	13648656	+	NM_001300891	PRAMEF27	13644800
chr1	13668269	13673511	-	NM_001291380_2	PRAMEF13	13673511
chr1	13668269	13673511	-	NM_001024661_2	PRAMEF14	13673511
chr1	13694889	13698405	-	NM_001099790_2	PRAMEF19	13698405
chr1	13716092	13719089	+	NM_001099851_2	PRAMEF17	13716092
chr1	13736907	13747803	+	NM_001099852_2	PRAMEF20	13736907
chr1	13801441	13840498	-	NM_001010847	LRRC38	13840498
chr1	13910252	13944452	+	NM_006474	PDPN	13910252
chr1	13910252	13944452	+	NM_198389	PDPN	13910252
chr1	13911955	13944452	+	NM_001006624	PDPN	13911955
chr1	13911955	13944452	+	NM_001006625	PDPN	13911955
chr1	14026683	14151574	+	NM_001135610	PRDM2	14026683
chr1	14031350	14151574	+	NM_012231	PRDM2	14031350
chr1	14031350	14114574	+	NM_015866	PRDM2	14031350
chr1	14075910	14114576	+	NM_001007257	PRDM2	14075910
chr1	14675450	14746469	-	NR_149058	KAZN-AS1	14746469
chr1	14925181	15444539	+	NM_201628	KAZN	14925181
chr1	14925181	15394651	+	NM_001370230	KAZN	14925181
chr1	14925213	15394651	+	NM_015209	KAZN	14925213
chr1	15250625	15394651	+	NM_001018000	KAZN	15250625
chr1	15250625	15394651	+	NM_001370229	KAZN	15250625
chr1	15256162	15394651	+	NM_001370231	KAZN	15256162
chr1	15256296	15394651	+	NM_001018001	KAZN	15256296
chr1	15272415	15394651	+	NM_001017999	KAZN	15272415
chr1	15438311	15478960	-	NR_027136	TMEM51-AS1	15478960
chr1	15479028	15546974	+	NM_001136217	TMEM51	15479028
chr1	15479062	15546974	+	NM_001136216	TMEM51	15479062
chr1	15480243	15546974	+	NM_001136218	TMEM51	15480243
chr1	15480243	15546974	+	NM_001319665	TMEM51	15480243
chr1	15480243	15546974	+	NR_135082	TMEM51	15480243
chr1	15480243	15546974	+	NM_018022	TMEM51	15480243
chr1	15490692	15498120	-	NM_001278502	C1orf195	15498120
chr1	15494970	15498120	-	NM_001278501	C1orf195	15498120
chr1	15573721	15724623	+	NM_052929	FHAD1	15573721
chr1	15653176	15670379	-	NR_148919	FHAD1-AS1	15670379
chr1	15653176	15670379	-	NR_148918	FHAD1-AS1	15670379
chr1	15736384	15756835	+	NM_024329	EFHD2	15736384
chr1	15764939	15775737	+	NM_007272	CTRC	15764939
chr1	15783227	15798586	+	NM_033440	CELA2A	15783227
chr1	15802599	15817889	+	NM_015849	CELA2B	15802599
chr1	15817896	15850940	-	NR_102733	CASP9	15850940
chr1	15817896	15850940	-	NR_102732	CASP9	15850940
chr1	15817896	15851285	-	NM_032996	CASP9	15851285
chr1	15817896	15850940	-	NM_001278054	CASP9	15850940
chr1	15817896	15850710	-	NM_001229	CASP9	15850710
chr1	15853308	15898228	+	NM_001287811	DNAJC16	15853308
chr1	15853343	15898228	+	NM_015291	DNAJC16	15853343
chr1	15853343	15898228	+	NR_109898	DNAJC16	15853343
chr1	15868661	15868799	+	NR_135613	SCARNA21B	15868661
chr1	15898194	15911546	-	NM_024758	AGMAT	15911546
chr1	15943953	15995539	+	NM_032341	DDI2	15943953
chr1	15986208	15988525	+	NM_006511	RSC1A1	15986208
chr1	16010815	16061264	+	NM_015164	PLEKHM2	16010815
chr1	16062753	16067887	+	NM_207348	SLC25A34	16062753
chr1	16066546	16076385	-	NR_149050	SLC25A34-AS1	16076385
chr1	16068994	16074477	+	NM_001013641	TMEM82	16068994
chr1	16083133	16113084	+	NM_001350151	FBLIM1	16083133
chr1	16085290	16113084	+	NM_017556	FBLIM1	16085290
chr1	16085290	16113084	+	NM_001024216	FBLIM1	16085290
chr1	16090994	16101715	+	NM_001024215	FBLIM1	16090994
chr1	16133657	16134194	-	NM_001089591	UQCRHL	16134194
chr1	16160710	16174642	-	NR_024279	FLJ37453	16174642
chr1	16174202	16266951	+	NM_015001	SPEN	16174202
chr1	16268364	16302627	-	NM_001324138	ZBTB17	16302627
chr1	16268364	16302627	-	NM_001324137	ZBTB17	16302627
chr1	16268364	16302627	-	NM_003443	ZBTB17	16302627
chr1	16268364	16302627	-	NM_001242884	ZBTB17	16302627
chr1	16268364	16302627	-	NM_001287603	ZBTB17	16302627
chr1	16268364	16302627	-	NM_001287604	ZBTB17	16302627
chr1	16330731	16335302	+	NM_178840	SRARP	16330731
chr1	16340523	16345285	-	NM_001349688	HSPB7	16345285
chr1	16340523	16345285	-	NM_001349683	HSPB7	16345285
chr1	16340523	16346089	-	NM_001349682	HSPB7	16346089
chr1	16340523	16345285	-	NM_001349689	HSPB7	16345285
chr1	16340523	16345285	-	NM_001349685	HSPB7	16345285
chr1	16340523	16345285	-	NM_001349686	HSPB7	16345285
chr1	16340523	16345285	-	NM_014424	HSPB7	16345285
chr1	16340523	16345285	-	NM_001349687	HSPB7	16345285
chr1	16348531	16360545	+	NM_004070	CLCNKA	16348531
chr1	16348531	16360545	+	NM_001257139	CLCNKA	16348531
chr1	16348531	16360545	+	NM_001042704	CLCNKA	16348531
chr1	16370277	16383803	+	NM_000085	CLCNKB	16370277
chr1	16375257	16383821	+	NM_001165945	CLCNKB	16375257
chr1	16384264	16400146	-	NM_182623	FAM131C	16400146
chr1	16450832	16482564	-	NM_004431	EPHA2	16482564
chr1	16450832	16482564	-	NM_001329090	EPHA2	16482564
chr1	16524349	16539147	-	NM_153213	ARHGEF19	16539147
chr1	16558187	16563678	-	NM_030907	CPLANE2	16563678
chr1	16573335	16678975	-	NM_018994	FBXO42	16678975
chr1	16693737	16724640	+	NR_073500	SZRD1	16693737
chr1	16693737	16724640	+	NR_073503	SZRD1	16693737
chr1	16693737	16724640	+	NR_073501	SZRD1	16693737
chr1	16693737	16724640	+	NM_001114600	SZRD1	16693737
chr1	16693737	16724640	+	NM_001271869	SZRD1	16693737
chr1	16693737	16724640	+	NR_073502	SZRD1	16693737
chr1	16722176	16763919	-	NR_148413	SPATA21	16763919
chr1	16725138	16763919	-	NM_001353349	SPATA21	16763919
chr1	16725138	16763919	-	NM_198546	SPATA21	16763919
chr1	16767167	16786584	+	NM_001145278	NECAP2	16767167
chr1	16767167	16786584	+	NM_001145277	NECAP2	16767167
chr1	16767219	16786573	+	NM_018090	NECAP2	16767219
chr1	16787443	16794976	+	NR_147210	LINC01772	16787443
chr1	16788302	16794976	+	NR_147211	LINC01772	16788302
chr1	16793931	16819196	-	NR_023386	CROCCP3	16819196
chr1	16840617	16840780	-	NR_004400	RNVU1-18	16840780
chr1	16840617	16840780	-	NR_004408	RNU1-3	16840780
chr1	16840617	16840780	-	NR_004421	RNU1-4	16840780
chr1	16840617	16840780	-	NR_004427	RNU1-2	16840780
chr1	16840617	16840780	-	NR_004430	RNU1-1	16840780
chr1	16860337	16863483	-	NR_135765	LOC440570	16863483
chr1	16860386	16862147	-	NR_135764	LINC01783	16862147
chr1	16875409	16875482	+	NR_037446	MIR3675	16875409
chr1	16888818	16940059	-	NM_017940	NBPF1	16940059
chr1	16944751	16957401	-	NR_026752	CROCCP2	16957401
chr1	16972069	16976915	+	NR_027504	MST1P2	16972069
chr1	16993280	16993443	-	NR_004400_2	RNVU1-18	16993443
chr1	16993280	16993443	-	NR_004408_2	RNU1-3	16993443
chr1	16993280	16993443	-	NR_004421_2	RNU1-4	16993443
chr1	16993280	16993443	-	NR_004427_2	RNU1-2	16993443
chr1	16993280	16993443	-	NR_004430_2	RNU1-1	16993443
chr1	17007750	17007823	+	NR_037446_2	MIR3675	17007750
chr1	17017713	17046652	-	NR_026567	ESPNP	17046652
chr1	17067011	17067174	+	NR_004400_3	RNVU1-18	17067011
chr1	17067011	17067174	+	NR_004408_3	RNU1-3	17067011
chr1	17067011	17067174	+	NR_004421_3	RNU1-4	17067011
chr1	17067011	17067174	+	NR_004427_3	RNU1-2	17067011
chr1	17067011	17067174	+	NR_004430_3	RNU1-1	17067011
chr1	17081129	17090975	-	NM_001271733	MST1L	17090975
chr1	17083556	17086552	-	NR_135824	LOC102724562	17086552
chr1	17185444	17185516	-	NR_037446_3	MIR3675	17185516
chr1	17197440	17200587	+	NR_135765_2	LOC440570	17197440
chr1	17198721	17200591	+	NR_160657	LOC112267871	17198721
chr1	17198721	17200591	+	NR_160658	LOC112267871	17198721
chr1	17215033	17215973	-	NR_135056	LOC105376805	17215973
chr1	17215033	17215973	-	NR_135057	LOC105376805	17215973
chr1	17215033	17216161	-	NR_135058	LOC105376805	17216161
chr1	17215033	17216161	-	NR_135059	LOC105376805	17216161
chr1	17222475	17222638	+	NR_004400_4	RNVU1-18	17222475
chr1	17222475	17222638	+	NR_004408_4	RNU1-3	17222475
chr1	17222475	17222638	+	NR_004421_4	RNU1-4	17222475
chr1	17222475	17222638	+	NR_004427_4	RNU1-2	17222475
chr1	17222475	17222638	+	NR_004430_4	RNU1-1	17222475
chr1	17248426	17299455	+	NM_014675	CROCC	17248426
chr1	17300999	17307115	-	NM_002403	MFAP2	17307115
chr1	17300999	17307173	-	NM_001135248	MFAP2	17307173
chr1	17300999	17308081	-	NM_001135247	MFAP2	17308081
chr1	17300999	17308081	-	NM_017459	MFAP2	17308081
chr1	17312453	17338423	-	NM_001141974	ATP13A2	17338423
chr1	17312453	17338423	-	NM_001141973	ATP13A2	17338423
chr1	17312453	17338423	-	NM_022089	ATP13A2	17338423
chr1	17345221	17380527	-	NM_003000	SDHB	17380527
chr1	17393256	17445946	-	NM_007365	PADI2	17445946
chr1	17516284	17522882	+	NR_148993	LINC02783	17516284
chr1	17531623	17572502	+	NM_013358	PADI1	17531623
chr1	17575593	17610727	+	NM_016233	PADI3	17575593
chr1	17604384	17604470	+	NR_039768	MIR3972	17604384
chr1	17634692	17690499	+	NM_012387	PADI4	17634692
chr1	17698691	17728195	+	NM_207421	PADI6	17698691
chr1	17733256	17765032	-	NM_001136204	RCC2	17765032
chr1	17733256	17766173	-	NM_018715	RCC2	17766173
chr1	17866193	18024364	+	NR_137287	ARHGEF10L	17866193
chr1	17866193	18024364	+	NR_137288	ARHGEF10L	17866193
chr1	17866193	18024364	+	NM_018125	ARHGEF10L	17866193
chr1	17907048	18024370	+	NM_001011722	ARHGEF10L	17907048
chr1	17907048	18024370	+	NM_001319837	ARHGEF10L	17907048
chr1	17944808	18024364	+	NM_001328124	ARHGEF10L	17944808
chr1	17944808	18024370	+	NM_001319838	ARHGEF10L	17944808
chr1	18081828	18153558	+	NM_030812	ACTL8	18081828
chr1	18392151	18400905	+	NR_125946	LINC01654	18392151
chr1	18434292	18704977	+	NM_032880	IGSF21	18434292
chr1	18807424	18812480	+	NM_152375	KLHDC7A	18807424
chr1	18957340	19062632	+	NM_002584	PAX7	18957340
chr1	18957340	19062632	+	NM_013945	PAX7	18957340
chr1	18957340	19075360	+	NM_001135254	PAX7	18957340
chr1	19166093	19186155	-	NM_152232	TAS1R2	19186155
chr1	19197924	19229049	-	NM_170726	ALDH4A1	19229049
chr1	19197924	19229293	-	NM_001319218	ALDH4A1	19229293
chr1	19197924	19229049	-	NM_003748	ALDH4A1	19229049
chr1	19197924	19217385	-	NM_001161504	ALDH4A1	19217385
chr1	19209696	19209769	-	NR_039844	MIR4695	19209769
chr1	19223565	19223642	-	NR_031622	MIR1290	19223642
chr1	19230774	19283170	-	NM_001136265	IFFO2	19283170
chr1	19401006	19536760	-	NM_020765	UBR4	19536760
chr1	19536880	19556657	+	NR_135115	EMC1-AS1	19536880
chr1	19536880	19567198	+	NR_135114	EMC1-AS1	19536880
chr1	19542155	19578018	-	NM_001271428	EMC1	19578018
chr1	19542155	19578018	-	NM_015047	EMC1	19578018
chr1	19542155	19578018	-	NM_001271429	EMC1	19578018
chr1	19542155	19578018	-	NM_001271427	EMC1	19578018
chr1	19542155	19578018	-	NM_001375820	EMC1	19578018
chr1	19542155	19578018	-	NM_001375821	EMC1	19578018
chr1	19578299	19586622	+	NM_016183	MRTO4	19578299
chr1	19592476	19600616	-	NR_040288	AKR7L	19600616
chr1	19592476	19600616	-	NM_001348421	AKR7L	19600616
chr1	19592476	19600616	-	NR_040289	AKR7L	19600616
chr1	19609067	19615264	-	NM_012067	AKR7A3	19615264
chr1	19619741	19622230	-	NR_037847	LOC100506730	19622230
chr1	19629202	19638640	-	NM_003689	AKR7A2	19638640
chr1	19629202	19638640	-	NM_001320979	AKR7A2	19638640
chr1	19638820	19658922	+	NR_109848	SLC66A1	19638820
chr1	19638820	19655794	+	NM_017765	SLC66A1	19638820
chr1	19638820	19655794	+	NM_001040126	SLC66A1	19638820
chr1	19638820	19655794	+	NM_001040125	SLC66A1	19638820
chr1	19638820	19655794	+	NM_001287531	SLC66A1	19638820
chr1	19665269	19812033	-	NM_001206540	CAPZB	19812033
chr1	19665269	19812033	-	NM_004930	CAPZB	19812033
chr1	19665269	19810789	-	NM_001282162	CAPZB	19810789
chr1	19665269	19812033	-	NM_001206541	CAPZB	19812033
chr1	19700669	19812033	-	NM_001313932	CAPZB	19812033
chr1	19918296	19923326	-	NR_135054	LOC105378614	19923326
chr1	19923471	19956315	+	NM_001204082	MICOS10	19923471
chr1	19923473	19984945	+	NM_001204089	MICOS10-NBL1	19923473
chr1	19923473	19956314	+	NR_033758	MICOS10	19923473
chr1	19923473	19956314	+	NR_033757	MICOS10	19923473
chr1	19923473	19956314	+	NM_001204083	MICOS10	19923473
chr1	19923473	19984945	+	NM_001204088	MICOS10-NBL1	19923473
chr1	19923473	19956314	+	NM_001032363	MICOS10	19923473
chr1	19934301	19935138	+	NR_077246	RPS14P3	19934301
chr1	19969723	19984949	+	NM_182744	NBL1	19969723
chr1	19969723	19984949	+	NM_001278164	NBL1	19969723
chr1	19969903	19984949	+	NM_001278165	NBL1	19969903
chr1	19970208	19984949	+	NM_001204084	NBL1	19970208
chr1	19970805	19984945	+	NM_005380	NBL1	19970805
chr1	19971866	19984949	+	NM_001204085	NBL1	19971866
chr1	19972260	19984949	+	NM_001204086	NBL1	19972260
chr1	19974104	19984949	+	NM_001278166	NBL1	19974104
chr1	19991368	20007459	+	NM_000871	HTR6	19991368
chr1	20008706	20126409	-	NM_001349112	TMCO4	20126409
chr1	20008706	20126409	-	NM_001349113	TMCO4	20126409
chr1	20008706	20126409	-	NM_001349114	TMCO4	20126409
chr1	20008706	20126409	-	NM_181719	TMCO4	20126409
chr1	20069812	20125842	-	NM_001349115	TMCO4	20125842
chr1	20140522	20141776	-	NM_019062	RNF186	20141776
chr1	20208888	20239437	+	NM_015207	OTUD3	20208888
chr1	20246502	20250110	-	NM_014589	PLA2G2E	20250110
chr1	20301924	20306152	-	NM_001161729	PLA2G2A	20306152
chr1	20301928	20306927	-	NM_001161728	PLA2G2A	20306927
chr1	20301928	20306927	-	NM_000300	PLA2G2A	20306927
chr1	20301928	20306927	-	NM_001161727	PLA2G2A	20306927
chr1	20396687	20418404	+	NM_000929	PLA2G5	20396687
chr1	20438434	20446029	-	NM_012400	PLA2G2D	20446029
chr1	20439143	20446059	-	NM_001271814	PLA2G2D	20446059
chr1	20465816	20476874	+	NM_001360869	PLA2G2F	20465816
chr1	20465816	20476874	+	NM_022819	PLA2G2F	20465816
chr1	20489548	20503932	-	NM_001367969	PLA2G2C	20503932
chr1	20489548	20503932	-	NM_001316722	PLA2G2C	20503932
chr1	20510736	20512979	-	NR_110078	UBXN10-AS1	20512979
chr1	20512589	20522543	+	NM_152376	UBXN10	20512589
chr1	20569588	20571147	+	NR_147205	LINC01757	20569588
chr1	20617368	20686011	+	NM_001039500	VWA5B1	20617368
chr1	20686294	20755287	-	NR_033887	LINC01141	20755287
chr1	20808884	20812703	-	NM_018584	CAMK2N1	20812703
chr1	20825941	20834644	-	NM_024544	MUL1	20834644
chr1	20879066	20881513	+	NM_207334	FAM43B	20879066
chr1	20915590	20945396	+	NM_001785	CDA	20915590
chr1	20959951	20978004	+	NM_032409	PINK1	20959951
chr1	20960172	20960281	+	NR_106732	MIR6084	20960172
chr1	20969150	20978686	-	NR_046507	PINK1-AS	20978686
chr1	20978271	20987862	-	NM_005216	DDOST	20987862
chr1	20990507	21044500	-	NM_001287212	KIF17	21044500
chr1	20990507	21044500	-	NM_020816	KIF17	21044500
chr1	20990507	21044500	-	NM_001122819	KIF17	21044500
chr1	21046224	21059196	-	NM_001103160	SH2D5	21059196
chr1	21046224	21059196	-	NM_001103161	SH2D5	21059196
chr1	21066759	21113800	-	NM_001372052	HP1BP3	21113800
chr1	21066759	21113145	-	NM_001376787	HP1BP3	21113145
chr1	21066759	21113145	-	NM_001376788	HP1BP3	21113145
chr1	21066759	21113145	-	NM_001376789	HP1BP3	21113145
chr1	21066759	21113145	-	NM_001376790	HP1BP3	21113145
chr1	21066759	21113145	-	NM_001376791	HP1BP3	21113145
chr1	21066759	21113145	-	NM_001376792	HP1BP3	21113145
chr1	21066759	21113159	-	NM_001376794	HP1BP3	21113159
chr1	21066759	21113800	-	NM_001376793	HP1BP3	21113800
chr1	21066759	21113800	-	NR_164850	HP1BP3	21113800
chr1	21066759	21113800	-	NR_164851	HP1BP3	21113800
chr1	21069172	21113165	-	NM_016287	HP1BP3	21113165
chr1	21080549	21113145	-	NM_001376796	HP1BP3	21113145
chr1	21080549	21113800	-	NM_001376795	HP1BP3	21113800
chr1	21080549	21113800	-	NM_001376797	HP1BP3	21113800
chr1	21132785	21503390	-	NM_001198802	EIF4G3	21503390
chr1	21132785	21503390	-	NM_001198801	EIF4G3	21503390
chr1	21132785	21437876	-	NM_003760	EIF4G3	21437876
chr1	21267738	21494532	-	NM_001198803	EIF4G3	21494532
chr1	21314807	21314925	-	NR_031657	MIR1256	21314925
chr1	21543743	21671997	-	NM_001113348	ECE1	21671997
chr1	21543743	21616956	-	NM_001397	ECE1	21616956
chr1	21543743	21606108	-	NM_001113347	ECE1	21606108
chr1	21543743	21616708	-	NM_001113349	ECE1	21616708
chr1	21619783	21626362	+	NR_038404	ECE1-AS1	21619783
chr1	21766630	21811498	+	NM_032264	NBPF3	21766630
chr1	21766630	21811498	+	NM_001256416	NBPF3	21766630
chr1	21766630	21811498	+	NM_001256417	NBPF3	21766630
chr1	21766630	21811498	+	NM_001330381	NBPF3	21766630
chr1	21766630	21811498	+	NR_046176	NBPF3	21766630
chr1	21835477	21904903	+	NM_001369805	ALPL	21835477
